Новый: Время (с)	Новый: Угол (rad)	Новый: Скорость (rad/с)	Новый: Ускорение (rad/с?)
86.3	-1218.484164	-8.067299667	0.813409948
86.35	-1218.88559	-8.0382108	0.474040256
86.4	-1219.287015	-8.028514528	0.183151549
86.45	-1219.688441	-8.028514578	0.037707364
86.5	-1220.089867	-8.028514589	0.005386818
86.55	-1220.491293	-8.028514578	3.64E-07
86.6	-1220.892718	-8.028514528	2.81E-07
86.65	-1221.294144	-8.028514528	0.005386639
86.7	-1221.69557	-8.028514572	0.037707531
86.75	-1222.096996	-8.028514572	0.183152006
86.8	-1222.498421	-8.018818256	0.474040173
86.85	-1222.899847	-7.989729439	0.813409306
86.9	-1223.301273	-7.902463033	0.495587049
86.95	-1223.685245	-7.902463033	-0.452492506
87	-1224.086671	-7.989729439	-0.630257497
87.05	-1224.488097	-8.009121983	-1.98E-07
87.1	-1224.889522	-7.989729483	0.630257497
87.15	-1225.290948	-7.902463033	0.457879719
87.2	-1225.674921	-7.902462989	-0.457879324
87.25	-1226.076346	-7.989729439	-0.630257892
87.3	-1226.477772	-8.009122028	0.005386623
87.35	-1226.879198	-7.989729483	0.667965636
87.4	-1227.280623	-7.902462989	0.641031611
87.45	-1227.664596	-7.892766711	0.016160423
87.5	-1228.066022	-7.950944378	0.188538627
87.55	-1228.467447	-7.883070439	0.527908185
87.6	-1228.85142	-7.8636779	0.328595614
87.65	-1229.252845	-7.853981672	0.156217525
87.7	-1229.636818	-7.853981672	0.064642111
87.75	-1230.038244	-7.853981622	0.15621817
87.8	-1230.422216	-7.844285333	0.323209259
87.85	-1230.823642	-7.824892789	0.490200346
87.9	-1231.207614	-7.757018894	-2.78E-07
87.95	-1231.591587	-7.824892839	-0.490200512
88	-1231.993012	-7.84428535	-0.323208981
88.05	-1232.376985	-7.853981622	-0.150831015
88.1	-1232.778411	-7.853981656	-0.026934089
88.15	-1233.162383	-7.853981622	0.032321022
88.2	-1233.563809	-7.853981622	0.183151716
88.25	-1233.947781	-7.844285383	0.474040059
88.3	-1234.349207	-7.815196528	0.818796602
88.35	-1234.733179	-7.727930067	0.527908256
88.4	-1235.117152	-7.727930067	-0.301661901
88.45	-1235.501124	-7.805500256	-0.307048883
88.5	-1235.90255	-7.805500294	0.490200429
88.55	-1236.286522	-7.718233806	0.635644775
88.6	-1236.670495	-7.69884125	9.88E-08
88.65	-1237.054467	-7.718233794	-0.630257793
88.7	-1237.43844	-7.805500256	-0.457879784
88.75	-1237.839865	-7.805500294	0.457879522
88.8	-1238.223838	-7.718233806	0.630257957
88.85	-1238.60781	-7.69884125	9.88E-08
88.9	-1238.991783	-7.718233794	-0.630257793
88.95	-1239.375755	-7.805500256	-0.452492966
89	-1239.777181	-7.805500294	0.49558725
89.05	-1240.161153	-7.718233806	0.813409784
89.1	-1240.545126	-7.689144978	0.474040157
89.15	-1240.929098	-7.6794487	0.183151877
89.2	-1241.313071	-7.6794487	0.043094478
89.25	-1241.697043	-7.679448706	0.04309438
89.3	-1242.081015	-7.679448717	0.183151614
89.35	-1242.464988	-7.669752478	0.47404016
89.4	-1242.84896	-7.640663611	0.813410062
89.45	-1243.232933	-7.553397111	0.490200596
89.5	-1243.599452	-7.553397144	-0.49020071
89.55	-1243.983424	-7.640663611	-0.813409855
89.6	-1244.367397	-7.669752444	-0.47404034
89.65	-1244.751369	-7.679448756	-0.177765009
89.7	-1245.135342	-7.679448717	2.78E-07
89.75	-1245.519314	-7.679448706	0.177765176
89.8	-1245.903287	-7.669752428	0.479426883
89.85	-1246.287259	-7.640663611	0.851117265
89.9	-1246.671231	-7.553397161	0.673352327
89.95	-1247.037751	-7.543700883	-0.010773451
90	-1247.421723	-7.601878506	0.037708006
90.05	-1247.805695	-7.543700833	0.20469908
90.1	-1248.172215	-7.543700872	-0.161604818
90.15	-1248.556187	-7.601878517	0.150830719
90.2	-1248.940159	-7.534004617	0.522521269
90.25	-1249.306679	-7.514612072	0.323209139
90.3	-1249.690651	-7.504915794	0.118510157
90.35	-1250.05717	-7.504915783	-0.118509796
90.4	-1250.441143	-7.514612022	-0.317822423
90.45	-1250.807662	-7.534004617	-0.490200904
90.5	-1251.191634	-7.601878567	3.09E-09
90.55	-1251.575607	-7.534004617	0.495587741
90.6	-1251.942126	-7.514612022	0.355530235
90.65	-1252.326098	-7.504915778	0.30166179
90.7	-1252.692617	-7.495219506	0.360916914
90.75	-1253.07659	-7.475826928	0.527908074
90.8	-1253.443109	-7.407953061	0.15083062
90.85	-1253.809628	-7.466130706	-0.161604639
90.9	-1254.1936	-7.466130706	0.204699182
90.95	-1254.56012	-7.407953061	0.037708006
91	-1254.926639	-7.466130656	-0.01616037
91.05	-1255.310611	-7.456434417	0.63564442
91.1	-1255.67713	-7.369167967	0.667965534
91.15	-1256.043649	-7.349775389	0.005386818
91.2	-1256.410169	-7.369167967	-0.635644627
91.25	-1256.776688	-7.456434417	-0.490200336
91.3	-1257.16066	-7.456434383	0.312435355
91.35	-1257.527179	-7.378864244	0.33936925
91.4	-1257.893699	-7.378864256	-0.339369611
91.45	-1258.260218	-7.456434433	-0.307048435
91.5	-1258.64419	-7.456434417	0.527908605
91.55	-1259.010709	-7.369167917	0.818796617
91.6	-1259.377228	-7.3400791	0.474039781
91.65	-1259.743748	-7.330382872	0.183151531
91.7	-1260.110267	-7.330382878	0.037707756
91.75	-1260.476786	-7.330382844	0.005386818
91.8	-1260.843305	-7.330382878	0.005386787
91.85	-1261.209824	-7.330382872	0.037708006
91.9	-1261.576343	-7.330382828	0.183152025
91.95	-1261.942862	-7.320686556	0.474039781
92	-1262.309382	-7.291597783	0.813409306
92.05	-1262.675901	-7.204331333	0.490200627
92.1	-1263.024967	-7.204331289	-0.490200235
92.15	-1263.391486	-7.291597739	-0.813409719
92.2	-1263.758005	-7.3206866	-0.474040256
92.25	-1264.124524	-7.330382878	-0.17776496
92.3	-1264.491043	-7.330382844	3.09E-09
92.35	-1264.857562	-7.330382878	0.177764978
92.4	-1265.224081	-7.3206866	0.479427157
92.45	-1265.590601	-7.291597733	0.851117611
92.5	-1265.95712	-7.204331272	0.673352241
92.55	-1266.306185	-7.194635011	-0.010773997
92.6	-1266.672705	-7.252812694	0.037707463
92.65	-1267.039224	-7.194635061	0.204699343
92.7	-1267.38829	-7.194635011	-0.161604176
92.75	-1267.754809	-7.252812633	0.145444083
92.8	-1268.121328	-7.184938739	0.490200068
92.85	-1268.470394	-7.165546244	0.177764728
92.9	-1268.836913	-7.165546244	-0.172377911
92.95	-1269.185979	-7.184938739	-0.457879161
93	-1269.552498	-7.252812633	-1.89E-12
93.05	-1269.919017	-7.184938739	0.45787916
93.1	-1270.268083	-7.165546244	0.177764731
93.15	-1270.634602	-7.165546244	-0.140056985
93.2	-1270.983668	-7.184938739	-0.307048176
93.25	-1271.350187	-7.243116356	0.333982877
93.3	-1271.716706	-7.155849906	1.018108417
93.35	-1272.065772	-7.068583472	0.506360438
93.4	-1272.414838	-7.117064883	0.13467017
93.45	-1272.781357	-7.107368611	0.527908435
93.5	-1273.130423	-7.029798383	0.382464537
93.55	-1273.479489	-7.029798367	-0.339369259
93.6	-1273.828555	-7.107368539	-0.344756262
93.65	-1274.195074	-7.107368539	0.344756262
93.7	-1274.54414	-7.029798367	0.344756077
93.75	-1274.893205	-7.029798383	-0.344756812
93.8	-1275.242271	-7.107368611	-0.344756627
93.85	-1275.60879	-7.107368611	0.344756627
93.9	-1275.957856	-7.029798383	0.344756812
93.95	-1276.306922	-7.029798367	-0.339369256
94	-1276.655988	-7.107368539	-0.307048515
94.05	-1277.022507	-7.107368539	0.527908176
94.1	-1277.371573	-7.020102089	0.818796324
94.15	-1277.720639	-6.991013272	0.474039975
94.2	-1278.069705	-6.981317	0.183151809
94.25	-1278.418771	-6.981317	0.043094543
94.3	-1278.767836	-6.981317	0.043094543
94.35	-1279.116902	-6.981317	0.183151809
94.4	-1279.465968	-6.971620728	0.474039975
94.45	-1279.815034	-6.942531911	0.813409503
94.5	-1280.1641	-6.855265461	0.490200429
94.55	-1280.495712	-6.855265461	-0.490200429
94.6	-1280.844778	-6.942531911	-0.808022685
94.65	-1281.193844	-6.971620728	-0.43633225
94.7	-1281.54291	-6.981317	-3.10E-12
94.75	-1281.891976	-6.971620728	0.43633225
94.8	-1282.241042	-6.942531911	0.808022685
94.85	-1282.590107	-6.855265461	0.495587247
94.9	-1282.92172	-6.855265461	-0.452492704
94.95	-1283.270786	-6.942531911	-0.630257694
95	-1283.619852	-6.961924456	0.005386818
95.05	-1283.968918	-6.942531911	0.66796542
95.1	-1284.317983	-6.855265461	0.64103133
95.15	-1284.649596	-6.845569189	0.016160454
95.2	-1284.998662	-6.903746822	0.188538627
95.25	-1285.347728	-6.835872917	0.527908154
95.3	-1285.67934	-6.816480372	0.328595895
95.35	-1286.028406	-6.8067841	0.150830923
95.4	-1286.360019	-6.8067841	0.032321012
95.45	-1286.709084	-6.806784094	0.00538709
95.5	-1287.040697	-6.806784078	-0.005386352
95.55	-1287.389763	-6.806784028	-0.032320627
95.6	-1287.721375	-6.806784028	-0.150831182
95.65	-1288.070441	-6.81648035	-0.32320954
95.7	-1288.402054	-6.835872911	-0.490200701
95.75	-1288.75112	-6.903746822	-1.05E-07
95.8	-1289.100186	-6.835872917	0.495587225
95.85	-1289.431798	-6.816480372	0.355529978
95.9	-1289.780864	-6.8067841	0.301661806
95.95	-1290.112476	-6.797087828	0.360916821
96	-1290.461542	-6.777695283	0.533295077
96.05	-1290.793155	-6.709821372	0.18315208
96.1	-1291.124767	-6.767998989	-0.016159988
96.15	-1291.473833	-6.758302667	0.495587528
96.2	-1291.805446	-6.680732489	0.377076975
96.25	-1292.137058	-6.680732539	-0.333983154
96.3	-1292.468671	-6.758302733	-0.307048787
96.35	-1292.817737	-6.758302733	0.522521503
96.4	-1293.149349	-6.671036267	0.78108904
96.45	-1293.480962	-6.6419474	0.290888444
96.5	-1293.812575	-6.6419474	-0.290888444
96.55	-1294.144187	-6.671036267	-0.775702222
96.6	-1294.4758	-6.758302733	-0.484813778
96.65	-1294.824865	-6.758302733	0.490200596
96.7	-1295.156478	-6.671036267	0.813409951
96.75	-1295.488091	-6.6419474	0.474040275
96.8	-1295.819703	-6.632251128	0.183151633
96.85	-1296.151316	-6.632251172	0.037707531
96.9	-1296.482928	-6.632251172	0.005387012
96.95	-1296.814541	-6.632251128	1.79E-07
97	-1297.146153	-6.632251128	0.005386537
97.05	-1297.477766	-6.632251178	0.037707361
97.1	-1297.809378	-6.632251189	0.183151809
97.15	-1298.140991	-6.622554906	0.474040339
97.2	-1298.472604	-6.593466039	0.818796602
97.25	-1298.804216	-6.506199589	0.527907975
97.3	-1299.118375	-6.506199633	-0.307048812
97.35	-1299.449988	-6.583769811	-0.339369312
97.4	-1299.781601	-6.583769767	0.344756627
97.45	-1300.113213	-6.506199583	0.344756315
97.5	-1300.427372	-6.506199617	-0.344756346
97.55	-1300.758985	-6.583769761	-0.344756315
97.6	-1301.090597	-6.583769767	0.344756065
97.65	-1301.42221	-6.506199633	0.344756133
97.7	-1301.736369	-6.506199633	-0.339369315
97.75	-1302.067982	-6.583769767	-0.30704834
97.8	-1302.399594	-6.583769761	0.527908127
97.85	-1302.731207	-6.496503344	0.81879634
97.9	-1303.045366	-6.467414494	0.474040089
97.95	-1303.376979	-6.457718222	0.188538515
98	-1303.691138	-6.457718256	0.070028633
98.05	-1304.022751	-6.457718222	0.156217833
98.1	-1304.33691	-6.44802195	0.323208981
98.15	-1304.668522	-6.428629439	0.490200512
98.2	-1304.982682	-6.360755494	0.005387099
98.25	-1305.296841	-6.428629389	-0.45787942
98.3	-1305.628454	-6.448021933	-0.172378275
98.35	-1305.942613	-6.448021944	0.17776471
98.4	-1306.274225	-6.428629439	0.490200346
98.45	-1306.588385	-6.3607555	0.145444176
98.5	-1306.902544	-6.418933133	-0.166991469
98.55	-1307.234156	-6.418933167	0.166991355
98.6	-1307.548316	-6.3607555	-0.145443969
98.65	-1307.862475	-6.428629406	-0.484813704
